salesorderid,salesorderitem,productid,currency_item,grossamount_item,netamount_item,taxamount_item,quantity,quantityunit,deliverydate,createdby,createdat,fiscalyearperiod,partnerid,salesorg,grossamount_order,netamount_order,taxamount_order,deliverystatus,companyname,prodcategoryid,city,street,country,region,latitude,longitude,short_descr
500000004,50,MB-1034,USD,2499,2186.625,312.375,10,EA,2018-03-05,8,2018-01-16,2018001,100000025,EMEA,71684,62723.5,8960.5,C,Homerun Millwork Inc.,MB,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Mountain Bike
500000004,60,MB-1031,USD,649,567.875,81.125,2,EA,2018-03-05,8,2018-01-16,2018001,100000025,EMEA,71684,62723.5,8960.5,C,Homerun Millwork Inc.,MB,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Mountain Bike
500000004,70,RC-1051,USD,2499,2186.625,312.375,10,EA,2018-03-05,8,2018-01-16,2018001,100000025,EMEA,71684,62723.5,8960.5,C,Homerun Millwork Inc.,RC,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Racing Bike
500000004,80,HB-1174,USD,379,331.625,47.375,9,EA,2018-03-05,8,2018-01-16,2018001,100000025,EMEA,71684,62723.5,8960.5,C,Homerun Millwork Inc.,HB,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Hybrid Bike
500000005,10,RC-1054,USD,5499,4811.625,687.375,10,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,RC,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Racing Bike
500000005,20,CC-1021,USD,1144,1001.0,143.0,3,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,CC,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Cyclo-cross Bike
500000005,30,RC-1052,USD,3999,3499.125,499.875,9,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,RC,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Racing Bike
500000005,40,BX-1011,USD,249,217.875,31.125,10,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,BX,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,BMX
500000005,50,HB-1175,USD,899,786.625,112.375,2,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,HB,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Hybrid Bike
500000005,60,RO-1002,USD,689,602.875,86.125,8,EA,2018-03-01,8,2018-01-16,2018001,100000008,EMEA,104213,91186.375,13026.625,C,Tona Bikes AG,RO,Marne,An Der Urania,DE,EMEA,53.952609,9.018139,Road Bike
500000006,10,EB-1137,USD,7900,6912.5,987.5,5,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,EB,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,eBike
500000006,20,CB-1163,USD,288,252.0,36.0,8,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,CB,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,Cruiser
500000006,30,EB-1134,USD,4800,4200.0,600.0,7,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,EB,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,eBike
500000006,40,HB-1176,USD,1199,1049.125,149.875,3,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,HB,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,Hybrid Bike
500000006,50,RC-1052,USD,3999,3499.125,499.875,6,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,RC,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,Racing Bike
500000006,60,EB-1135,USD,3000,2625.0,375.0,9,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,EB,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,eBike
500000006,70,RC-1054,USD,5499,4811.625,687.375,8,EA,2018-03-14,3,2018-01-17,2018001,100000038,EMEA,173987,152238.625,21748.375,C,The Cycle Factor,RC,Athis-Mons,rue de Lille,FR,EMEA,48.705235,2.375049,Racing Bike
500000007,10,HB-1171,USD,699,611.625,87.375,2,EA,2018-03-08,4,2018-01-19,2018001,100000020,APJ,1398,1223.25,174.75,C,Cycle World,HB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Hybrid Bike
500000008,10,EB-1137,USD,7900,6912.5,987.5,10,EA,2018-02-25,3,2018-01-20,2018001,100000028,EMEA,127803,111827.625,15975.375,C,Palm Beach Bike World,EB,Dubai,Box No. 30134,DU,EMEA,24.956728,55.120386,eBike
500000008,20,CC-1022,USD,1200,1050.0,150.0,6,EA,2018-02-25,3,2018-01-20,2018001,100000028,EMEA,127803,111827.625,15975.375,C,Palm Beach Bike World,CC,Dubai,Box No. 30134,DU,EMEA,24.956728,55.120386,Cyclo-cross Bike
500000008,30,CC-1023,USD,1361,1190.875,170.125,10,EA,2018-02-25,3,2018-01-20,2018001,100000028,EMEA,127803,111827.625,15975.375,C,Palm Beach Bike World,CC,Dubai,Box No. 30134,DU,EMEA,24.956728,55.120386,Cyclo-cross Bike
500000008,40,RC-1052,USD,3999,3499.125,499.875,7,EA,2018-02-25,3,2018-01-20,2018001,100000028,EMEA,127803,111827.625,15975.375,C,Palm Beach Bike World,RC,Dubai,Box No. 30134,DU,EMEA,24.956728,55.120386,Racing Bike
500000009,10,BX-1014,USD,799,699.125,99.875,9,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,BX,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,BMX
500000009,20,EB-1131,USD,1500,1312.5,187.5,3,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,EB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,eBike
500000009,30,EB-1135,USD,3000,2625.0,375.0,7,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,EB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,eBike
500000009,40,CC-1021,USD,1144,1001.0,143.0,1,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,CC,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Cyclo-cross Bike
500000009,50,EB-1135,USD,3000,2625.0,375.0,6,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,EB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,eBike
500000009,60,BX-1013,USD,449,392.875,56.125,10,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,BX,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,BMX
500000009,70,DB-1081,USD,1499,1311.625,187.375,10,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,DB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Downhill Bike
500000009,80,CB-1161,USD,399,349.125,49.875,8,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,CB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Cruiser
500000009,90,HB-1171,USD,699,611.625,87.375,4,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,HB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Hybrid Bike
500000009,100,HB-1175,USD,899,786.625,112.375,2,EA,2018-03-09,4,2018-01-21,2018001,100000021,APJ,79101,69213.375,9887.625,C,High Tech Sports Inc,HB,Hyderabad,Nampally,IN,APJ,17.385758,78.467547,Hybrid Bike
500000010,10,RO-1002,USD,689,602.875,86.125,10,EA,2018-03-23,1,2018-01-24,2018001,100000004,AMER,10322,9031.75,1290.25,C,Bike World Inc,RO,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Road Bike
500000010,20,CC-1021,USD,1144,1001.0,143.0,3,EA,2018-03-23,1,2018-01-24,2018001,100000004,AMER,10322,9031.75,1290.25,C,Bike World Inc,CC,Ocala,Bagwell Avenue,US,AMER,29.183977,-82.118413,Cyclo-cross Bike
500000011,10,MB-1032,USD,1299,1136.625,162.375,8,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,MB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Mountain Bike
500000011,20,RO-1001,USD,525,459.375,65.625,3,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,RO,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Road Bike
500000011,30,MB-1031,USD,649,567.875,81.125,5,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,MB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Mountain Bike
500000011,40,BX-1016,USD,319,279.125,39.875,1,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,BX,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,BMX
500000011,50,EB-1132,USD,1900,1662.5,237.5,1,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,EB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,eBike
500000011,60,EB-1135,USD,3000,2625.0,375.0,9,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,EB,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,eBike
500000011,70,RC-1054,USD,5499,4811.625,687.375,10,EA,2018-03-22,4,2018-01-27,2018001,100000020,APJ,99421,86993.375,12427.625,C,Cycle World,RC,Mumbai,Rahul Enclave,IN,APJ,19.31394,72.857565,Racing Bike
500000012,10,HB-1176,USD,1199,1049.125,149.875,9,EA,2018-03-17,4,2018-01-30,2018001,100000022,APJ,15630,13676.25,1953.75,C,Tires On Fire,HB,Mumbai,Rewa Fort Colony,IN,APJ,19.046575,72.864262,Hybrid Bike
500000012,20,CB-1161,USD,399,349.125,49.875,2,EA,2018-03-17,4,2018-01-30,2018001,100000022,APJ,15630,13676.25,1953.75,C,Tires On Fire,CB,Mumbai,Rewa Fort Colony,IN,APJ,19.046575,72.864262,Cruiser
500000012,30,BX-1013,USD,449,392.875,56.125,9,EA,2018-03-17,4,2018-01-30,2018001,100000022,APJ,15630,13676.25,1953.75,C,Tires On Fire,BX,Mumbai,Rewa Fort Colony,IN,APJ,19.046575,72.864262,BMX
500000013,10,RO-1001,USD,525,459.375,65.625,3,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,RO,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Road Bike
500000013,20,BX-1015,USD,299,261.625,37.375,7,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,BX,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,BMX
500000013,30,RC-1055,USD,1999,1749.125,249.875,8,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,RC,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Racing Bike
500000013,40,RO-1001,USD,525,459.375,65.625,5,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,RO,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Road Bike
500000013,50,CC-1023,USD,1361,1190.875,170.125,3,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,CC,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Cyclo-cross Bike
500000013,60,EB-1133,USD,2250,1968.75,281.25,8,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,EB,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,eBike
500000013,70,CC-1022,USD,1200,1050.0,150.0,9,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,CC,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Cyclo-cross Bike
500000013,80,RC-1051,USD,2499,2186.625,312.375,6,EA,2018-03-21,11,2018-02-02,2018002,100000031,AMER,70162,61391.75,8770.25,C,Ebike 36,RC,Cooksville,Heatherleigh,CA,AMER,43.570089,-79.609911,Racing Bike
500000014,10,CB-1161,USD,399,349.125,49.875,3,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,CB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Cruiser
500000014,20,DB-1082,USD,1250,1093.75,156.25,4,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,DB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Downhill Bike
500000014,30,DB-1081,USD,1499,1311.625,187.375,10,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,DB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Downhill Bike
500000014,40,BX-1011,USD,249,217.875,31.125,3,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,BX,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,BMX
500000014,50,CC-1022,USD,1200,1050.0,150.0,7,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,CC,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Cyclo-cross Bike
500000014,60,CB-1162,USD,400,350.0,50.0,6,EA,2018-03-15,11,2018-02-03,2018002,100000033,AMER,32734,28642.25,4091.75,C,Move by Bike,CB,Schefferville,rue des Églises Est,CA,AMER,54.809261,-66.815519,Cruiser
500000015,10,DB-1083,USD,1199,1049.125,149.875,2,EA,2018-04-03,10,2018-02-04,2018002,100000032,AMER,21194,18544.75,2649.25,C,Wichita Sport,DB,Iroquois,Elgin Street,CA,AMER,44.845124,-75.31828,Downhill Bike
500000015,20,CB-1162,USD,400,350.0,50.0,7,EA,2018-04-03,10,2018-02-04,2018002,100000032,AMER,21194,18544.75,2649.25,C,Wichita Sport,CB,Iroquois,Elgin Street,CA,AMER,44.845124,-75.31828,Cruiser
500000015,30,MB-1033,USD,3999,3499.125,499.875,4,EA,2018-04-03,10,2018-02-04,2018002,100000032,AMER,21194,18544.75,2649.25,C,Wichita Sport,MB,Iroquois,Elgin Street,CA,AMER,44.845124,-75.31828,Mountain Bike
500000016,10,RC-1052,USD,3999,3499.125,499.875,4,EA,2018-03-07,8,2018-02-05,2018002,100000025,EMEA,40691,35604.625,5086.375,C,Homerun Millwork Inc.,RC,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Racing Bike
500000016,20,BX-1012,USD,399,349.125,49.875,1,EA,2018-03-07,8,2018-02-05,2018002,100000025,EMEA,40691,35604.625,5086.375,C,Homerun Millwork Inc.,BX,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,BMX
500000016,30,RC-1052,USD,3999,3499.125,499.875,4,EA,2018-03-07,8,2018-02-05,2018002,100000025,EMEA,40691,35604.625,5086.375,C,Homerun Millwork Inc.,RC,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,Racing Bike
500000016,40,EB-1133,USD,2250,1968.75,281.25,2,EA,2018-03-07,8,2018-02-05,2018002,100000025,EMEA,40691,35604.625,5086.375,C,Homerun Millwork Inc.,EB,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,eBike
500000016,50,EB-1132,USD,1900,1662.5,237.5,2,EA,2018-03-07,8,2018-02-05,2018002,100000025,EMEA,40691,35604.625,5086.375,C,Homerun Millwork Inc.,EB,Jebel Ali Free Zone,Box No. 18673,DU,EMEA,25.006517,55.065244,eBike
500000017,10,RC-1057,USD,4999,4374.125,624.875,1,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,RC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Racing Bike
500000017,20,DB-1083,USD,1199,1049.125,149.875,4,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,DB,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Downhill Bike
500000017,30,RC-1053,USD,4599,4024.125,574.875,1,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,RC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Racing Bike
500000017,40,DB-1081,USD,1499,1311.625,187.375,7,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,DB,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Downhill Bike
500000017,50,BX-1011,USD,249,217.875,31.125,1,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,BX,Borden,St. John Street,CA,AMER,47.595469,-52.703448,BMX
500000017,60,EB-1132,USD,1900,1662.5,237.5,1,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,EB,Borden,St. John Street,CA,AMER,47.595469,-52.703448,eBike
500000017,70,RO-1001,USD,525,459.375,65.625,8,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,RO,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Road Bike
500000017,80,RC-1054,USD,5499,4811.625,687.375,8,EA,2018-03-05,13,2018-02-06,2018002,100000030,AMER,75228,65824.5,9403.5,C,Hudson SportsTec,RC,Borden,St. John Street,CA,AMER,47.595469,-52.703448,Racing Bike
500000018,10,BX-1016,USD,319,279.125,39.875,9,EA,2018-03-28,1,2018-02-06,2018002,100000034,AMER,2871,2512.125,358.875,C,TechCycle,BX,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,BMX
500000019,10,DB-1082,USD,1250,1093.75,156.25,10,EA,2018-04-01,12,2018-02-07,2018002,100000034,AMER,27515,24075.625,3439.375,C,TechCycle,DB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Downhill Bike
500000019,20,RO-1001,USD,525,459.375,65.625,5,EA,2018-04-01,12,2018-02-07,2018002,100000034,AMER,27515,24075.625,3439.375,C,TechCycle,RO,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Road Bike
500000019,30,DB-1083,USD,1199,1049.125,149.875,10,EA,2018-04-01,12,2018-02-07,2018002,100000034,AMER,27515,24075.625,3439.375,C,TechCycle,DB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Downhill Bike
500000019,40,CB-1162,USD,400,350.0,50.0,1,EA,2018-04-01,12,2018-02-07,2018002,100000034,AMER,27515,24075.625,3439.375,C,TechCycle,CB,Toronto,Adelaide St,CA,AMER,43.647763,-79.391022,Cruiser
500000020,10,CC-1023,USD,1361,1190.875,170.125,8,EA,2018-03-22,11,2018-02-09,2018002,100000001,AMER,57880,50645.0,7235.0,C,Amaze Bikes Inc,CC,Fair Oaks,Woodland Terrace,US,AMER,38.638355,-121.286683,Cyclo-cross Bike
500000020,20,EB-1136,USD,5000,4375.0,625.0,3,EA,2018-03-22,11,2018-02-09,2018002,100000001,AMER,57880,50645.0,7235.0,C,Amaze Bikes Inc,EB,Fair Oaks,Woodland Terrace,US,AMER,38.638355,-121.286683,eBike
500000020,30,MB-1033,USD,3999,3499.125,499.875,8,EA,2018-03-22,11,2018-02-09,2018002,100000001,AMER,57880,50645.0,7235.0,C,Amaze Bikes Inc,MB,Fair Oaks,Woodland Terrace,US,AMER,38.638355,-121.286683,Mountain Bike
500000021,10,HB-1174,USD,379,331.625,47.375,1,EA,2018-04-11,7,2018-02-09,2018002,100000001,AMER,379,331.625,47.375,C,Amaze Bikes Inc,HB,Fair Oaks,Woodland Terrace,US,AMER,38.638355,-121.286683,Hybrid Bike
500000022,10,EB-1132,USD,1900,1662.5,237.5,3,EA,2018-03-30,3,2018-02-10,2018002,100000011,EMEA,6950,6081.25,868.75,C,Bike On,EB,Stanton Wick,Pier Road,GB,EMEA,51.355959,-2.557565,eBike
